Module	Section	Sample Name	Source
FastQC	all_sections	D202preB_S36_trim1	/ibex/scratch/alghurmf/bulkAtac/D202preB_S36/03trimmed_fastqc/D202preB_S36_trim1_fastqc.zip
FastQC	all_sections	D202preB_S36_R1_001	/ibex/scratch/alghurmf/bulkAtac/D202preB_S36/01fastqc/D202preB_S36_R1_001_fastqc.zip
FastQC	all_sections	D202preB_S36_R2_001	/ibex/scratch/alghurmf/bulkAtac/D202preB_S36/01fastqc/D202preB_S36_R2_001_fastqc.zip
FastQC	all_sections	D2206-4_S14_trim1	/ibex/scratch/alghurmf/bulkAtac/D2206preB-4_S14/03trimmed_fastqc/D2206-4_S14_trim1_fastqc.zip
FastQC	all_sections	D2206-4_S14_trim2	/ibex/scratch/alghurmf/bulkAtac/D2206preB-4_S14/03trimmed_fastqc/D2206-4_S14_trim2_fastqc.zip
FastQC	all_sections	D2206-4_S14_R2_001	/ibex/scratch/alghurmf/bulkAtac/D2206preB-4_S14/01fastqc/D2206-4_S14_R2_001_fastqc.zip
FastQC	all_sections	D2206-4_S14_R1_001	/ibex/scratch/alghurmf/bulkAtac/D2206preB-4_S14/01fastqc/D2206-4_S14_R1_001_fastqc.zip
FastQC	all_sections	preB_ATAC_D210_S20_trim2	/ibex/scratch/alghurmf/bulkAtac/preB_ATAC_D210_S20/03trimmed_fastqc/preB_ATAC_D210_S20_trim2_fastqc.zip
FastQC	all_sections	preB_ATAC_D210_S20_trim1	/ibex/scratch/alghurmf/bulkAtac/preB_ATAC_D210_S20/03trimmed_fastqc/preB_ATAC_D210_S20_trim1_fastqc.zip
FastQC	all_sections	preB_ATAC_D210_S20_R1_001	/ibex/scratch/alghurmf/bulkAtac/preB_ATAC_D210_S20/01fastqc/preB_ATAC_D210_S20_R1_001_fastqc.zip
FastQC	all_sections	preB_ATAC_D210_S20_R2_001	/ibex/scratch/alghurmf/bulkAtac/preB_ATAC_D210_S20/01fastqc/preB_ATAC_D210_S20_R2_001_fastqc.zip
FastQC	all_sections	preB_ATAC_D211_S52_R2_001	/ibex/scratch/alghurmf/bulkAtac/preB_ATAC_D211_S52/01fastqc/preB_ATAC_D211_S52_R2_001_fastqc.zip
FastQC	all_sections	preB_ATAC_D211_S52_R1_001	/ibex/scratch/alghurmf/bulkAtac/preB_ATAC_D211_S52/01fastqc/preB_ATAC_D211_S52_R1_001_fastqc.zip
FastQC	all_sections	preB_ATAC_D211_S52_trim2	/ibex/scratch/alghurmf/bulkAtac/preB_ATAC_D211_S52/03trimmed_fastqc/preB_ATAC_D211_S52_trim2_fastqc.zip
FastQC	all_sections	preB_ATAC_D211_S52_trim1	/ibex/scratch/alghurmf/bulkAtac/preB_ATAC_D211_S52/03trimmed_fastqc/preB_ATAC_D211_S52_trim1_fastqc.zip
FastQC	all_sections	preB_ATAC_D212_S40_R2_001	/ibex/scratch/alghurmf/bulkAtac/preB_ATAC_D212_S40/01fastqc/preB_ATAC_D212_S40_R2_001_fastqc.zip
FastQC	all_sections	preB_ATAC_D212_S40_R1_001	/ibex/scratch/alghurmf/bulkAtac/preB_ATAC_D212_S40/01fastqc/preB_ATAC_D212_S40_R1_001_fastqc.zip
FastQC	all_sections	preB_ATAC_D212_S40_trim2	/ibex/scratch/alghurmf/bulkAtac/preB_ATAC_D212_S40/03trimmed_fastqc/preB_ATAC_D212_S40_trim2_fastqc.zip
FastQC	all_sections	preB_ATAC_D212_S40_trim1	/ibex/scratch/alghurmf/bulkAtac/preB_ATAC_D212_S40/03trimmed_fastqc/preB_ATAC_D212_S40_trim1_fastqc.zip
FastQC	all_sections	preB_ATAC_D213_S28_trim2	/ibex/scratch/alghurmf/bulkAtac/preB_ATAC_D213_S28/03trimmed_fastqc/preB_ATAC_D213_S28_trim2_fastqc.zip
FastQC	all_sections	preB_ATAC_D213_S28_trim1	/ibex/scratch/alghurmf/bulkAtac/preB_ATAC_D213_S28/03trimmed_fastqc/preB_ATAC_D213_S28_trim1_fastqc.zip
FastQC	all_sections	preB_ATAC_D213_S28_R2_001	/ibex/scratch/alghurmf/bulkAtac/preB_ATAC_D213_S28/01fastqc/preB_ATAC_D213_S28_R2_001_fastqc.zip
FastQC	all_sections	preB_ATAC_D213_S28_R1_001	/ibex/scratch/alghurmf/bulkAtac/preB_ATAC_D213_S28/01fastqc/preB_ATAC_D213_S28_R1_001_fastqc.zip
FastQC	all_sections	preB_ATAC_D214_S16_R2_001	/ibex/scratch/alghurmf/bulkAtac/preB_ATAC_D214_S16/01fastqc/preB_ATAC_D214_S16_R2_001_fastqc.zip
FastQC	all_sections	preB_ATAC_D214_S16_R1_001	/ibex/scratch/alghurmf/bulkAtac/preB_ATAC_D214_S16/01fastqc/preB_ATAC_D214_S16_R1_001_fastqc.zip
FastQC	all_sections	preB_ATAC_D214_S16_trim2	/ibex/scratch/alghurmf/bulkAtac/preB_ATAC_D214_S16/03trimmed_fastqc/preB_ATAC_D214_S16_trim2_fastqc.zip
FastQC	all_sections	preB_ATAC_D214_S16_trim1	/ibex/scratch/alghurmf/bulkAtac/preB_ATAC_D214_S16/03trimmed_fastqc/preB_ATAC_D214_S16_trim1_fastqc.zip
FastQC	all_sections	preB_ATAC_D215_S4_trim1	/ibex/scratch/alghurmf/bulkAtac/preB_ATAC_D215_S4/03trimmed_fastqc/preB_ATAC_D215_S4_trim1_fastqc.zip
FastQC	all_sections	preB_ATAC_D215_S4_trim2	/ibex/scratch/alghurmf/bulkAtac/preB_ATAC_D215_S4/03trimmed_fastqc/preB_ATAC_D215_S4_trim2_fastqc.zip
FastQC	all_sections	preB_ATAC_D215_S4_R2_001	/ibex/scratch/alghurmf/bulkAtac/preB_ATAC_D215_S4/01fastqc/preB_ATAC_D215_S4_R2_001_fastqc.zip
FastQC	all_sections	preB_ATAC_D215_S4_R1_001	/ibex/scratch/alghurmf/bulkAtac/preB_ATAC_D215_S4/01fastqc/preB_ATAC_D215_S4_R1_001_fastqc.zip
