Module	Section	Sample Name	Source
FastQC	all_sections	D2206-5_S15_R2_001	/ibex/scratch/alghurmf/bulkAtac/D2206-5ImmatureB_S15/01fastqc/D2206-5_S15_R2_001_fastqc.zip
FastQC	all_sections	ImmatureB_ATAC_D210_S12_trim1	/ibex/scratch/alghurmf/bulkAtac/ImmatureB_ATAC_D210_S12/03trimmed_fastqc/ImmatureB_ATAC_D210_S12_trim1_fastqc.zip
FastQC	all_sections	ImmatureB_ATAC_D210_S12_trim2	/ibex/scratch/alghurmf/bulkAtac/ImmatureB_ATAC_D210_S12/03trimmed_fastqc/ImmatureB_ATAC_D210_S12_trim2_fastqc.zip
FastQC	all_sections	ImmatureB_ATAC_D210_S12_R2_001	/ibex/scratch/alghurmf/bulkAtac/ImmatureB_ATAC_D210_S12/01fastqc/ImmatureB_ATAC_D210_S12_R2_001_fastqc.zip
FastQC	all_sections	ImmatureB_ATAC_D210_S12_R1_001	/ibex/scratch/alghurmf/bulkAtac/ImmatureB_ATAC_D210_S12/01fastqc/ImmatureB_ATAC_D210_S12_R1_001_fastqc.zip
FastQC	all_sections	ImmatureB_ATAC_D211_S53_trim1	/ibex/scratch/alghurmf/bulkAtac/ImmatureB_ATAC_D211_S53/03trimmed_fastqc/ImmatureB_ATAC_D211_S53_trim1_fastqc.zip
FastQC	all_sections	ImmatureB_ATAC_D211_S53_trim2	/ibex/scratch/alghurmf/bulkAtac/ImmatureB_ATAC_D211_S53/03trimmed_fastqc/ImmatureB_ATAC_D211_S53_trim2_fastqc.zip
FastQC	all_sections	ImmatureB_ATAC_D211_S53_R1_001	/ibex/scratch/alghurmf/bulkAtac/ImmatureB_ATAC_D211_S53/01fastqc/ImmatureB_ATAC_D211_S53_R1_001_fastqc.zip
FastQC	all_sections	ImmatureB_ATAC_D211_S53_R2_001	/ibex/scratch/alghurmf/bulkAtac/ImmatureB_ATAC_D211_S53/01fastqc/ImmatureB_ATAC_D211_S53_R2_001_fastqc.zip
FastQC	all_sections	ImmatureB_ATAC_D212_S41_R1_001	/ibex/scratch/alghurmf/bulkAtac/ImmatureB_ATAC_D212_S41/01fastqc/ImmatureB_ATAC_D212_S41_R1_001_fastqc.zip
FastQC	all_sections	ImmatureB_ATAC_D212_S41_R2_001	/ibex/scratch/alghurmf/bulkAtac/ImmatureB_ATAC_D212_S41/01fastqc/ImmatureB_ATAC_D212_S41_R2_001_fastqc.zip
FastQC	all_sections	ImmatureB_ATAC_D212_S41_trim1	/ibex/scratch/alghurmf/bulkAtac/ImmatureB_ATAC_D212_S41/03trimmed_fastqc/ImmatureB_ATAC_D212_S41_trim1_fastqc.zip
FastQC	all_sections	ImmatureB_ATAC_D212_S41_trim2	/ibex/scratch/alghurmf/bulkAtac/ImmatureB_ATAC_D212_S41/03trimmed_fastqc/ImmatureB_ATAC_D212_S41_trim2_fastqc.zip
FastQC	all_sections	ImmatureB_ATAC_D213_S29_trim1	/ibex/scratch/alghurmf/bulkAtac/ImmatureB_ATAC_D213_S29/03trimmed_fastqc/ImmatureB_ATAC_D213_S29_trim1_fastqc.zip
FastQC	all_sections	ImmatureB_ATAC_D213_S29_trim2	/ibex/scratch/alghurmf/bulkAtac/ImmatureB_ATAC_D213_S29/03trimmed_fastqc/ImmatureB_ATAC_D213_S29_trim2_fastqc.zip
FastQC	all_sections	ImmatureB_ATAC_D213_S29_R1_001	/ibex/scratch/alghurmf/bulkAtac/ImmatureB_ATAC_D213_S29/01fastqc/ImmatureB_ATAC_D213_S29_R1_001_fastqc.zip
FastQC	all_sections	ImmatureB_ATAC_D213_S29_R2_001	/ibex/scratch/alghurmf/bulkAtac/ImmatureB_ATAC_D213_S29/01fastqc/ImmatureB_ATAC_D213_S29_R2_001_fastqc.zip
FastQC	all_sections	ImmatureB_ATAC_D214_S17_R1_001	/ibex/scratch/alghurmf/bulkAtac/ImmatureB_ATAC_D214_S17/01fastqc/ImmatureB_ATAC_D214_S17_R1_001_fastqc.zip
FastQC	all_sections	ImmatureB_ATAC_D214_S17_R2_001	/ibex/scratch/alghurmf/bulkAtac/ImmatureB_ATAC_D214_S17/01fastqc/ImmatureB_ATAC_D214_S17_R2_001_fastqc.zip
FastQC	all_sections	ImmatureB_ATAC_D214_S17_trim1	/ibex/scratch/alghurmf/bulkAtac/ImmatureB_ATAC_D214_S17/03trimmed_fastqc/ImmatureB_ATAC_D214_S17_trim1_fastqc.zip
FastQC	all_sections	ImmatureB_ATAC_D214_S17_trim2	/ibex/scratch/alghurmf/bulkAtac/ImmatureB_ATAC_D214_S17/03trimmed_fastqc/ImmatureB_ATAC_D214_S17_trim2_fastqc.zip
